116th Bill Name,117th Bill Name,Long Title
116-HB8861,117-HB2807,To permit Centers for Disease Control and Prevention-recognized virtual diabetes prevention program suppliers to be included in the Medicare Diabetes Prevention Program Expanded Model conducted by the Center for Medicare and Medicaid Innovation under section 1115A of the Social Security Act (42 U.S.C. 1315a).
116-HB9042,117-HB76,"To amend the Public Works and Economic Development Act of 1965 to prohibit the Secretary of Commerce from issuing certain grants to States or political subdivisions of States that restrict or prohibit indoor and outdoor dining, and for other purposes."
116-HB5662,117-HB381,"To amend title 18, United States Code, to prohibit certain abortion procedures, and for other purposes."
116-HB2321,117-HB6002,"To require a standard financial aid offer form, and for other purposes."
116-HB5514,117-HB3200,"To amend the Energy Policy and Conservation Act to establish a program to provide loans to implement cost-effective energy efficiency measures, and for other purposes."
116-HB5421,117-HB2041,To amend the Controlled Substances Act to list fentanyl-related substances as schedule I controlled substances.
116-HB6963,117-HB4746,"To amend the Federal Power Act with respect to the rehearing process, and for other purposes."
116-HB7780,117-HB1544,"To authorize the Secretary of Health and Human Services, acting through the Director of the Center for Mental Health Services of the Substance Abuse and Mental Health Services Administration, to award grants to facilitate the funding of community-based mental health and substance use disorder services and peer support programs, and for other purposes."
116-HB5129,117-HB2692,"To amend the Federal Election Campaign Act of 1971 to limit the authority of corporations to establish and operate separate segregated funds utilized for political purposes, including the establishment or operation of a political committee, to nonprofit corporations, and for other purposes."
116-HB7352,117-HB1051,"To amend the Communications Act of 1934 to streamline siting processes for telecommunications service facilities, and for other purposes."
116-HB7401,117-HB1616,"To provide for Federal and State agency coordination in the approval of certain authorizations under the Natural Gas Act, and for other purposes."
116-HB3983,117-HB1616,"To provide for Federal and State agency coordination in the approval of certain authorizations under the Natural Gas Act, and for other purposes."
116-HB8363,117-HB6079,"To protect our democracy by preventing abuses of presidential power, restoring checks and balances and accountability and transparency in government, and defending elections against foreign interference, and for other purposes."
116-HB6542,117-HB1929,"To amend title 44, United States Code, to require the President make and preserve records, and for other purposes."
116-HB8372,117-HB5439,"To keep children safe and protect their interests on the internet, and for other purposes."
116-HB9035,117-HB3447,To amend title XVIII of the Social Security Act to expand accessibility to certain telehealth services under the Medicare program.
116-HB2130,117-HB4910,"To provide grants to assist States in developing and implementing plans to address cybersecurity threats or vulnerabilities, and for other purposes."
116-HB8822,117-HB8460,"To remove obstacles to the ability of law enforcement officers to enforce gun safety laws, and for other purposes."
116-HB8880,117-HB4156,"To establish the Compassionate Capitalist Award to recognize organizations that substantially benefit the well-being of their employees, stakeholders, and communities, and for other purposes."
116-HB7605,117-HB3739,To amend the Combat-Injured Veterans Tax Fairness Act of 2016 to apply to members of the Coast Guard when the Coast Guard is not operating as a service in the Department of the Navy.
116-HB5016,117-HB5897,To direct the Federal Communications Commission to promulgate regulations requiring material in the online public inspection file of a covered entity to be made available in a format that is machine-readable.
116-HB8516,117-HB2651,"To provide for the retrocession of the District of Columbia to Maryland, and for other purposes."
116-HB1588,117-HB3105,"To limit the application of Federal laws to the distribution and consumption of marihuana, and for other purposes."
116-HB8777,117-HB354,"To direct the Secretary of Homeland Security and Secretary of State to require aliens applying for certain visas to disclose if they receive funds from the Government of the People's Republic of China or the Chinese Communist Party, and for other purposes."
116-HB7158,117-HB4510,"To provide for the designation of areas as Health Enterprise Zones to reduce health disparities and improve health outcomes in such areas, and for other purposes."
116-HB8489,117-HB4140,"To make improvements with respect to the pricing of cattle in the United States, and for other purposes."
116-HB6038,117-HB7853,"To require the Federal Aviation Administration to provide funding for noise mitigation, and for other purposes."
116-HB9067,117-HB3543,To establish an office within the Department of Commerce to coordinate all non-defense related deployment and activities related to blockchain technology within the Federal Government.
116-HB7495,117-HB1987,"To help charitable nonprofit organizations provide services to meet the increasing demand in community needs caused by the coronavirus pandemic, preserve and create jobs in the nonprofit sector, reduce unemployment, and promote economic recovery."
116-HB765,117-HB753,"To prohibit congressional recesses until Congress adopts a concurrent resolution on the budget that results in a balanced Federal budget by the last fiscal year covered by such resolution, to establish a 5-year ban on individuals appointed to Executive Schedule positions and Members of Congress engaging in lobbying activities at the Federal level, to provide for the termination of further retirement coverage for Members of Congress under the Federal Employees Retirement System, and for other purposes."
116-HB2294,117-HB4547,"To amend the Employee Retirement Income Security Act of 1974 to establish additional criteria for determining when employers may join together in a group or association of employers that will be treated as an employer under section 3(5) of such Act for purposes of sponsoring a group health plan, and for other purposes."
116-HB5265,117-HB2493,To provide for the restoration of legal rights for claimants under holocaust-era insurance policies.
116-HB8613,117-HB2240,"To direct the Comptroller General of the United States, in coordination with the National Academy of Sciences, to study alternatives for a nonpartisan congressional office or agency to project the net greenhouse gas emissions likely to be caused by Federal legislation, and for other purposes."
116-HB7313,117-HB3902,"To amend title 49, United States Code, to establish a pilot program for intermodal transportation infrastructure grants, and for other purposes."
116-HB7470,117-HB8790,To amend the Public Health Service Act to help build a stronger health care workforce.
116-HB8762,117-HB548,"To direct the Secretary of Labor to make a determination on whether to approve an occupation as an apprenticeable occupation in a timely manner, and for other purposes."
116-HB7430,117-HB4249,"To protect the dignity and privacy of transgender and other minority travelers at airport security checkpoints, and for other purposes."
116-HR963,117-HR160,Expressing the sense of the House of Representatives that the International Olympic Committee should rebid the 2022 Winter Olympic Games to be hosted by a country that recognizes and respects human rights.
116-HB7059,117-HB3021,"To provide for liability protection for health care providers for damages with respect to any harm caused by any act or omission of such health care professional or related health care entity in the course of arranging for or providing health care services during the COVID-19 public health emergency period, and for other purposes."
116-HB2098,117-HB4137,"To require the Secretary of Homeland Security to establish a veterans visa program to permit veterans who have been removed from the United States to return as immigrants, and for other purposes."
116-HB3693,117-HB1270,To prohibit private passenger automobile insurers from using certain income proxies to determine insurance rates and eligibility.
116-HB2867,117-HB6370,"To amend chapter 44 of title 18, United States Code, to require the safe storage of firearms, and for other purposes."
116-HB7689,117-HB3467,"To amend the Public Health Service Act to direct the Secretary of Health and Human Services, acting through the Director of the Centers for Disease Control and Prevention, to support research and programmatic efforts that will build on previous research on the effects of adverse childhood experiences."
116-HB7969,117-HB1636,"To authorize funding for the purchase of electric or zero-emission vehicles for United States Postal Service fleet, and for other purposes."
116-HB2424,117-HB1266,"To amend the Federal Election Campaign Act of 1971 to require reporting to the Federal Election Commission and the Federal Bureau of Investigation of offers by foreign nationals to make prohibited contributions, donations, expenditures, or disbursements, and for other purposes."
116-HB3016,117-HB5675,"To amend the Public Health Service Act to provide for and support liver illness visibility, education, and research, and for other purposes."
116-HB6900,117-HB3963,To expand compassionate release authority and elderly home confinement access for offenders with heightened coronavirus risk.
116-HB8914,117-HB5767,"To amend the Dodd-Frank Wall Street Reform and Consumer Protection Act to permit certain non-designated clearinghouses access to a deposit account at a Federal reserve bank, to apply certain risk management standards to non-designated clearinghouses receiving certain services from a Federal reserve bank, and for other purposes."
116-HB8871,117-HB525,To provide for an emergency increase in Federal funding to State Medicaid programs for expenditures on home and community-based services.
116-HB8219,117-HB876,"To direct the Under Secretary for Health of the Department of Veterans Affairs to provide certain information to Department of Veterans Affairs medical center staff and homelessness service providers regarding the Coordinated Entry program, and for other purposes."
116-HB8746,117-HB3220,"To establish a Restore Employment in Natural and Environmental Work Conservation Corps in the Department of the Interior and the Department of Agriculture, and for other purposes."
116-HB8138,117-HB56,"To amend the Orphan Drug Act with respect to the definition of medical food, and for other purposes."
116-HB3981,117-HB6167,"To establish requirements for quality and discard dates that are, at the option of food labelers, included in food packaging, and for other purposes."
116-HB7350,117-HB1067,"To streamline the process for consideration of applications for the placement of communications facilities on certain buildings and other property owned by the Federal Government, and for other purposes."
116-HB8988,117-HB4320,To amend the Internal Revenue Code of 1986 to reduce the base erosion minimum tax rate for taxable years ending in 2020.
116-HB7174,117-HB7625,"To enhance protections of civilians during United States military operations, and for other purposes."
116-HB4963,117-HB4459,"To amend the Controlled Substances Act to clarify how controlled substance analogues that are imported or offered for import are to be regulated, and for other purposes."
116-HB4006,117-HB2132,"To require regulation of wastes associated with the exploration, development, or production of crude oil, natural gas, or geothermal energy under the Solid Waste Disposal Act, and for other purposes."
116-HB4812,117-HB1899,"To amend the Controlled Substances Act to provide for the modification, transfer, and termination of a registration to manufacture, distribute, or dispense controlled substances or list I chemicals, and for other purposes."
116-HB6553,117-HB1030,"To direct the Secretary of the Treasury to establish the Boost Communities Program to provide monthly payments to America's consumers during the COVID-19 emergency to recover from the emergency, and for other purposes."
116-HB3099,117-HB4727,"To provide for loan forgiveness for STEM teachers, and for other purposes."
116-HB4935,117-HB5136,"To prohibit chemical abortions performed without the presence of a healthcare provider, and for other purposes."
116-HB8935,117-HB2309,"To improve dam and hydropower safety, and for other purposes."
116-HB8768,117-HB2923,"To amend the Immigration and Nationality Act to include aliens passing in transit through the United States to board a vessel on which the alien will perform ship-to-ship liquid cargo transfer operations within a class of nonimmigrant aliens, and for other purposes."
116-HB4714,117-HB2866,To prioritize funding for an expanded and sustained national investment in agriculture research.
116-HB5722,117-HB5582,"To require reporting of bullying to appropriate authorities and assist with equal protection claims against entities who fail to respond appropriately to bullying, and for other purposes."
116-HB4890,117-HB7946,"To provide benefits for noncitizen members of the Armed Forces, and for other purposes."
116-HB6921,117-HB4239,"To amend the Animal Health Protection Act with respect to the importation of live dogs, and for other purposes."
116-HB8712,117-HB884,"To direct the Secretary of Transportation to establish a national aviation preparedness plan for communicable disease outbreaks, and for other purposes."
116-HB7722,117-HB4813,"To limit the price of insulin drugs accessible for participants, beneficiaries, and enrollees enrolled in group or individual health insurance coverage and group health plans and for uninsured individuals who have diabetes, and for other purposes."
116-HB4624,117-HB3051,"To amend the Federal Food, Drug, and Cosmetic Act to establish a tobacco product standard prohibiting any e-liquid with a concentration of nicotine higher than 20 milligrams per milliliter, and for other purposes."
116-HB1163,117-HB3401,"To amend title 38, United States Code, to provide for the non-applicability of non-Department of Veterans Affairs covenants not to compete to the appointment of certain Veterans Health Administration personnel, to permit the Veterans Health Administration to make contingent appointments, and to require certain Veterans Health Administration physicians to complete residency training."
116-HB8587,117-HB996,To establish a commission to make recommendations on the appropriate size of membership of the House of Representatives and the method by which Members are elected.
116-HB4810,117-HB2355,"To facilitate responsible, informed dispensing of controlled substances and other prescribed medications, and for other purposes."
116-HB5656,117-HB1980,To amend the Fair Labor Standards Act of 1938 to provide compensatory time for employees in the private sector.
116-HB7249,117-HB1129,"To require annual reporting on the availability of Federal funds to persons and entities of China and activities conducted in collaboration with China, and for other purposes."
116-HB8990,117-HB6746,"To amend the Employee Retirement Income Security Act of 1974 to permit default investment arrangements in annuities, and for other purposes."
116-HR1214,117-HR1043,Recognizing the accomplishments and contributions of Sikh Americans and Sikhs worldwide.
116-HB5764,117-HB3397,"To establish high-quality dual language immersion programs in low-income communities, and for other purposes."
116-HB8357,117-HB703,"To ensure access to apprenticeships for underrepresented groups, eliminate barriers and ensure completion of apprenticeships, and invest in successful apprenticeship intermediaries."
116-HB8204,117-HB3378,"To amend the Social Security Act, the Food and Nutrition Act of 2008, and the Low-Income Home Energy Assistance Act of 1981 to require that the value of children's savings accounts be disregarded for the purpose of determining eligibility to receive benefits under such Acts, and for other purposes."
116-HB7688,117-HB5756,"To amend the Financial Institutions Reform, Recovery, and Enforcement Act of 1989 to establish a Portal for Appraiser Credentialing and AMC Registration Information, and for other purposes."
116-HB5783,117-HB2206,"To amend title 23, United States Code, to modify the transportation finance infrastructure and innovation program with respect to community development financial institutions, and for other purposes."
116-HB7727,117-HB3944,"To amend title 38, United States Code, to ensure that grants provided by the Secretary of Veterans Affairs for State veterans' cemeteries do not restrict States from authorizing the interment of certain deceased members of the reserve components of the Armed Forces in such cemeteries, and for other purposes."
116-HB2714,117-HB6183,"To amend the Internal Revenue Code of 1986 to provide for a credit against tax, or refund of tax, for certain Federal insurance taxes for employees who are members of religious faiths which oppose participation in such insurance."
116-HB9018,117-HB4501,"To provide for the establishment of the Office for Access to Justice in the Department of Justice, and for other purposes."
116-HB8599,117-HB1538,"To amend the United States-Mexico Border Health Commission Act, with respect to preparedness for COVID-19 and other infectious diseases in the border region, and for other purposes."
116-HB4484,117-HB742,"To require short-term limited duration insurance issuers to renew or continue in force such insurance coverage at the option of the enrollees, and for other purposes."
116-HB4808,117-HB9466,"To require Community Development Block Grant and Surface Transportation Block Grant recipients to develop a strategy to support inclusive zoning policies, to allow for a credit to support housing affordability, and for other purposes."
116-HB7695,117-HB1406,"To require the Secretary of Health and Human Services to collect, analyze, and report qualitative and quantitative data on the use of telehealth during the COVID-19 public health emergency."
116-HB7552,117-HB3207,"To reauthorize and limit the pre-disaster mitigation program of the Small Business Administration, and for other purposes."
116-HB2182,117-HB6005,"To establish certain duties for pharmacies to ensure provision of Food and Drug Administration-approved contraception, medication related to contraception, and for other purposes."
116-HB8886,117-HB1451,"To amend title 18, United States Code, to provide for prohibitions on eviction, and for other purposes."
116-HB7159,117-HB1001,"To amend the Community Mental Health Service Block Grant to authorize a set-aside for crisis care services, and for other purposes."
116-HB7147,117-HB1001,"To amend the Community Mental Health Service Block Grant to authorize a set-aside for crisis care services, and for other purposes."
116-HB8636,117-HB2154,"To amend section 230(c) of the Communications Act of 1934 to prevent immunity for interactive computer services for certain claims, and for other purposes."
116-HB3899,117-HB7356,"To amend the Immigration and Nationality Act to modify the procedure to designate a foreign state, and for other purposes."
116-HB1895,117-HB2857,"To restore the integrity of the Fifth Amendment to the Constitution of the United States, and for other purposes."
116-HB8382,117-HB2841,"To prohibit a covered athletic association and institution of higher education from prohibiting a student athlete from participating in intercollegiate athletics because such student athlete enters into an endorsement contract, and for other purposes."
116-HB6593,117-HB282,"To amend certain retirement provisions for judges serving in territorial district courts, and for other purposes."
116-HB5573,117-HB1781,To amend the Children's Online Privacy Protection Act of 1998.
116-HB8165,117-HB3568,"To direct the Secretary of Energy to establish a program to provide assistance for low-income solar projects, and for other purposes."
116-HB4489,117-HB8261,To prohibit unfair and deceptive advertising of rates for hotel rooms and other places of short-term lodging.
116-HB4642,117-HB2400,"To allow Rural Utilities Service telecommunications grants to be made for the collection of broadband infrastructure data by local governments, economic development or other community organizations, electric or telephone cooperatives, and small internet providers."
116-HB7987,117-HB6571,"To require the Transportation Security Administration to standardize the enrollment process for individuals applying for multiple TSA Security Threat Assessment programs, including the TWIC, HAZMAT Endorsement, and TSA PreCheck programs of the Administration, and for other purposes."
116-HB8673,117-HB8646,To assign a resident inspector to certain commercial nuclear power plants to conduct inspections of decommissioning activities and spent nuclear fuel transfer activities.
116-HB4055,117-HB1172,"To amend the Federal Election Campaign Act to clarify the treatment of coordinated expenditures as contributions made to candidates under such Act, and for other purposes."
116-HB8751,117-HB3231,"To provide for the recognition of certain Alaska Native communities and the settlement of certain claims under the Alaska Native Claims Settlement Act, and for other purposes."
116-HB7868,117-HB2973,"To amend the Public Health Service Act to improve the health and well-being of maltreated infants and toddlers through the implementation of infant-toddler court teams within States, and for other purposes."
116-HB8113,117-HB2070,"To recognize the right of the People of Puerto Rico to call a status convention through which the people would exercise their natural right to self-determination, and to establish a mechanism for congressional consideration of such decision, and for other purposes."
116-HB5097,117-HB3724,"To require greater notification to the public regarding product recalls, and for other purposes."
116-HB5463,117-HB6526,"To amend the Richard B. Russell National School Lunch Act to require a study of the time and duration of school lunch periods, and for other purposes."
116-HB5943,117-HB133,"To enhance Federal enforcement of hate crimes, and for other purposes."
116-HB7362,117-HB1060,"To amend the Communications Act of 1934 to streamline siting processes for personal wireless service facilities, including small personal wireless service facilities, and for other purposes."
116-HB8948,117-HB4798,"To authorize the Administrator of the Environmental Protection Agency to enter into cooperative agreements with States to carry out grant programs to assist in remediation and relocation efforts relating to hazardous air pollution, and for other purposes."
116-HB7017,117-HB719,To allow States to approve the use of diagnostic tests during a public health emergency.
116-HB7429,117-HB575,"To establish a more uniform, transparent, and modern process to authorize the construction, connection, operation, and maintenance of international border-crossing facilities for the import and export of oil and natural gas and the transmission of electricity."
116-HB5578,117-HB6834,To provide for the mandatory recall of drugs regulated by the Food and Drug Administration.
116-HB8696,117-HB8579,"To increase retirement savings, simplify and clarify retirement plan rules, and for other purposes."
116-HB7826,117-HB3335,To amend the Wire Act to clarify that gambling on commercial greyhound racing and field coursing using wire communication technology is prohibited.
116-HB5092,117-HB2733,To amend the Elementary and Secondary Education Act of 1965 to provide grants to States to establish a comprehensive school career counseling framework.
116-HB8302,117-HB559,To promote the furtherance of standards necessary to safeguard the welfare of apprentices.
116-HB8215,117-HB4258,"To establish a governmentwide approach to improving digital identity, and for other purposes."
116-HB8596,117-HB277,"To amend the Communications Act of 1934 to provide accountability for bad actors who abuse the Good Samaritan protections provided under that Act, and for other purposes."
116-HB2817,117-HB627,"To amend title 18, United States Code, to prohibit taking minors across State lines in circumvention of laws requiring the involvement of parents in abortion decisions."
116-HB8859,117-HB2334,"To establish an innovative mobility and technology deployment grants program, and for other purposes."
116-HB5876,117-HB148,To provide a work opportunity tax credit for military spouses and to provide for flexible spending arrangements for childcare services for military families.
116-HB8414,117-HB518,To direct the Secretary of Labor to award grants to eligible entities to carry out or expand youth apprenticeship programs.
116-HB8583,117-HB9305,"To amend the Worker Adjustment and Retraining Notification Act to require employers who are ordering a plant closing or mass layoff to cover the cost of an economic impact study in each impacted unit of local government, and for other purposes."
116-HB6970,117-HB84,"To prevent States from receiving Federal financial assistance if such States tax the income of an out-of-State volunteer providing assistance during a disaster or emergency, and for other purposes."
116-HB7817,117-HB1559,"To direct the Nuclear Regulatory Commission to submit a report on facilitating efficient, timely environmental reviews of nuclear reactors through expanded use of categorical exclusions, environmental assessments, and generic environmental impact statements, and for other purposes."
116-HB7419,117-HB1558,"To reduce child poverty in the United States, and for other purposes."
116-HB8466,117-HB3359,"To provide for a system for reviewing the case files of cold case murders at the instance of certain persons, and for other purposes."
116-HB5934,117-HB1671,"To amend the Fair Debt Collection Practices Act to safeguard access to information for consumers and to stop abusive debt litigation, and for other purposes."
116-HB7765,117-HB2266,"To amend title II of the Social Security Act to provide for a minimum annual cost-of-living increase for Social Security benefits, and for other purposes."
116-HR479,117-HR189,Seeking the return of the USS Pueblo to the United States Navy.
116-HB6049,117-HB7208,"To amend the Federal Food, Drug, and Cosmetic Act to provide enhanced security for the medical supply chain."
116-HB1464,117-HB7137,"To enact House Resolution 895, One Hundred Tenth Congress, (establishing the Office of Congressional Ethics) into permanent law."
116-HB9001,117-HB6726,"To amend title 5, United States Code, to provide that a Member of Congress convicted of certain felony offenses relating to sexual abuse shall not be eligible for retirement benefits based on that individual's Member service, and for other purposes."
116-HB7583,117-HB3898,To require the disclosure of a camera or recording capability in certain internet-connected devices.
116-HB4935,117-HB626,"To prohibit chemical abortions performed without the presence of a healthcare provider, and for other purposes."
116-HB5283,117-HB5223,"To amend the Richard B. Russell National School Lunch Act to improve direct certification, and for other purposes."
116-HB1817,117-HB3820,"To enforce the requirement that the National Instant Criminal Background Check System make a final disposition of requests to correct its records within 60 days, and for other purposes."
116-HB3940,117-HB1958,"To amend the William Wilberforce Trafficking Victims Protection Reauthorization Act of 2008 to provide for the expedited removal of unaccompanied alien children who are not victims of a severe form of trafficking in persons and who do not have a fear of returning to their country of nationality or last habitual residence, and for other purposes."
116-HB8214,117-HB4259,"To direct the Secretary of Commerce, acting through the Director of the National Institute of Standards and Technology, to direct the Institute to establish a robust program focusing on driving improvements in America's cybersecurity posture by creating more robust digital identity management standards and guidelines."
116-HB4957,117-HB1688,To amend the Indian Child Protection and Family Violence Prevention Act.
116-HB4114,117-HB1237,"To amend the Federal Election Campaign Act of 1971 to prohibit a person from knowingly providing substantial assistance relating to a contribution or donation by a foreign national, and for other purposes."
116-HB6285,117-HB364,"To amend title 10, United States Code, to provide eligibility for TRICARE Select to veterans with service-connected disabilities, and for other purposes."
116-HB4556,117-HB7619,"To provide for the publication of OLC opinions, and for other purposes."
116-HB511,117-HB1923,"To amend title 18, United States Code, to protect more victims of domestic violence by preventing their abusers from possessing or receiving firearms, and for other purposes."
116-HB7930,117-HB1923,"To amend title 18, United States Code, to protect more victims of domestic violence by preventing their abusers from possessing or receiving firearms, and for other purposes."
116-HB8780,117-HB8344,To amend title XVIII of the Social Security Act to provide for additional requirements with respect to electrodiagnostic services under the Medicare program.
116-HB8084,117-HB2749,"To direct the Secretary of Veterans Affairs to update the Lethal Means Safety and Suicide Prevention training course of the Department of Veterans Affairs, and for other purposes."
116-HB8151,117-HB8743,"To amend the Congressional Accountability Act of 1995 to provide enhanced enforcement authority for occupational safety and health protections applicable to the legislative branch, to provide whistleblower protections and other antidiscrimination protections for employees of the legislative branch, and for other purposes."
116-HB4256,117-HB5171,"To amend section 1951 of title 18, United States Code (commonly known as the Hobbs Act), and for other purposes."
116-HB8831,117-HB2964,"To codify the denial of export privileges and related provisions under title 15, Code of Federal Regulations."
116-HB7228,117-HB2821,"To provide for a coordinated Federal program to accelerate plastics waste reduction and support recycling research and development for the economic and national security of the United States, and for other purposes."
116-HB8369,117-HB2122,"To designate the Battleship IOWA Museum, located in Los Angeles, California, as the National Museum of the Surface Navy, and for other purposes."
116-HB8458,117-HB562,"To amend the Securities Exchange Act of 1934 to require public companies to provide sexual harassment claim disclosures in certain reports, to require public companies to implement mandatory sexual harassment training, and for other purposes."
116-HB8807,117-HB4326,"To establish a grant program to map optimal locations for electric vehicle charging stations and the derived demand for electricity, and for other purposes."
116-HB8856,117-HB1348,"To award a Congressional Gold Medal to the Freedom Riders, collectively, in recognition of their unique contribution to Civil Rights, which inspired a revolutionary movement for equality in interstate travel."
116-HB5915,117-HB2837,To amend the Personal Responsibility and Work Opportunity Reconciliation Act of 1996 to repeal a certain disqualification to receive benefits under title IV of the Social Security Act and benefits under the Food and Nutrition Act of 2008; and to amend the Food and Nutrition Act of 2008 to provide that incarcerated individuals who are scheduled to be released from an institution within 30 days shall be considered to be a household for purposes of such Act.
116-HB2863,117-HB5999,To amend the Animal Welfare Act to restrict the use of exotic and wild animals in traveling performances.
116-HB4457,117-HB4371,"To amend the Employee Retirement Income Security Act of 1974, title XXVII of the Public Health Service Act, and the Internal Revenue Code of 1986 to require group health plans and health insurance issuers offering group or individual health insurance coverage to provide coverage for additional preventive care for individuals with chronic conditions without the imposition of cost sharing requirement, and for other purposes."
116-HB4340,117-HB2026,"To assist in the conservation of highly endangered amphibian species in foreign countries, and for other purposes."
116-HB3360,117-HB759,"To modify the treatment of unaccompanied alien children who are in Federal custody by reason of their immigration status, and for other purposes."
116-HB3454,117-HB2544,To regulate firearm silencers and firearm mufflers.
116-HB8639,117-HB1368,"To authorize the Secretary of Health and Human Services to award grants to States and political subdivisions of States to hire, employ, train, and dispatch mental health professionals to respond in lieu of law enforcement officers in emergencies involving one or more persons with a mental illness or an intellectual or developmental disability, and for other purposes."
116-HB7245,117-HB2401,"To direct the Director of the Office of Community Oriented Policing Services to carry out a pilot program to establish community outpost houses, and for other purposes."
116-HB5555,117-HB112,"To make certain improvements in the provision of medical care by the Department of Veterans Affairs, and for other purposes."
116-HB6568,117-HB796,"To require group health plans and health insurance issuers offering group or individual health insurance coverage to provide coverage without imposing any cost sharing requirements for certain items and services furnished during any portion of the COVID-19 emergency period, and for other purposes."
116-HB4811,117-HB31,"To amend title XXVII of the Public Health Service Act to provide for a definition of short-term limited duration insurance, and for other purposes."
116-HB7782,117-HB5393,"To amend the Communications Act of 1934 to provide for mandatory cable carriage of low power television stations sharing facilities of certain full power commercial VHF stations, and for other purposes."
116-HR1029,117-HR869,"Amending the Rules of the House of Representatives with respect to the enforcement of committee subpoenas to executive branch officials, and for other purposes."
116-HB8374,117-HB9099,"To amend the Public Health Service Act to provide for establishment of an Office of Minority and Women Inclusion within each covered agency of the Department of Health and Human Services, and for other purposes."
116-HB3964,117-HB515,"To provide a civil remedy for individuals harmed by sanctuary jurisdiction policies, and for other purposes."
116-HB4435,117-HB2505,"To amend the Surface Mining Control and Reclamation Act of 1977 to protect taxpayers from liability associated with the reclamation of surface coal mining operations, and for other purposes."
116-HB8866,117-HB1779,"To improve the process for awarding grants under certain programs of the Department of Agriculture to certain counties in which the majority of land is owned or managed by the Federal Government and to other units of local government and Tribal governments in those counties, and for other purposes."
116-HB7583,117-HB4081,To require the disclosure of a camera or recording capability in certain internet-connected devices.
116-HB7418,117-HB2913,To amend the Internal Revenue Code of 1986 to provide matching payments for retirement savings contributions by certain individuals.
116-HB5178,117-HB915,"To amend the Congressional Budget Act of 1974 to provide for procedures to meet a target ratio of public debt to gross domestic product, and for other purposes."
116-HB7681,117-HB2769,"To establish the Intercity Passenger Rail Trust Fund to ensure a safe, sustainable, convenient transportation option for the people of the United States, and for other purposes."
116-HB8142,117-HB5043,"To provide for a moratorium on evictions from and foreclosures on residences during a major disaster or emergency, and for other purposes."
116-HB1499,117-HB153,"To prohibit brand name drug manufacturers from compensating generic drug manufacturers to delay the entry of a generic drug into the market, and to prohibit biological product manufacturers from compensating biosimilar and interchangeable product manufacturers to delay entry of biosimilar and interchangeable products, and for other purposes."
116-HB5285,117-HB4652,"To provide competitive grants for training court reporters and closed captioners to meet requirements for realtime writers under the Communications Act of 1934, and for other purposes."
116-HB7326,117-HB3343,"To amend section 212 of the Immigration and Nationality Act to ensure that efforts to engage in espionage or technology transfer are considered in visa issuance, and for other purposes."
116-HB6708,117-HB70,"To support the advanced manufacturing technologies program of the Food and Drug Administration, to establish National Centers of Excellence in Advanced Pharmaceutical Manufacturing, and for other purposes."
116-HB8256,117-HB692,To amend the National Environmental Policy Act of 1969 to provide a rule to determine venue for a proceeding for judicial review of certain agency actions.
116-HB7288,117-HB1391,"To direct the Secretary of Health and Human Services and other Federal officials to compile into a searchable database information relating to Federal support for biomedical research and development related to COVID-19, and for other purposes."
116-HB8124,117-HB2694,"To amend title 18, United States Code, to provide for transportation and subsistence for criminal justice defendants, and for other purposes."
116-HB4399,117-HB554,"To amend the Federal Food, Drug, and Cosmetic Act to prohibit the approval of new abortion drugs, to prohibit investigational use exemptions for abortion drugs, and to impose additional regulatory requirements with respect to previously approved abortion drugs, and for other purposes."
116-HB8825,117-HB104,"To authorize the Maritime Administrator to use certain appropriated funds to purchase duplicate medals authorized under Merchant Mariners of World War II Congressional Gold Medal Act of 2020, and for other purposes."
116-HB6752,117-HB807,To establish the Office to Enforce and Protect Against Child Sexual Exploitation.
116-HB5628,117-HB5653,"To amend the Federal Water Pollution Control Act to modify certain allotments under that Act, and for other purposes."
116-HB3897,117-HB9365,"To amend title 38, United States Code, to increase the monthly housing stipend under the Post-9/11 Educational Assistance Program for individuals who pursue programs of education solely through distance learning on more than a half-time basis."
116-HB2612,117-HB3768,"To require the disclosure of pension records under the Freedom of Information Act, and for other purposes."
116-HB3552,117-HB4804,"To amend the NICS Improvement Amendments Act of 2007 to provide notification to relevant law enforcement agencies in the event that a background check conducted by the National Instant Criminal Background Check System determines that a person may not receive a firearm, and for other purposes."
116-HB8905,117-HB1186,"To amend the Federal Food, Drug, and Cosmetic Act to reduce the threat of counterfeit drugs to the pharmaceutical supply chain, and to make the pharmaceutical supply chain more robust, while ensuring the authenticity, content, purity, and manufacturing location and batch number of drugs (including COVID-19 therapeutics and vaccines) and allowing patient verification of authenticity, and for other purposes."
116-HB3826,117-HB1217,"To amend title 38, United States Code, to prohibit the Secretary of Veterans Affairs from transmitting certain information to the Department of Justice for use by the national instant criminal background check system."
116-HB6825,117-HB2987,To increase the amount of loan forgiveness available to teachers.
116-HB5721,117-HB4629,"To apply user fees with respect to tobacco products deemed subject to the requirements of chapter IX of the Federal Food, Drug, and Cosmetic Act."
116-HB8105,117-HB2587,"To improve the ability of veterans with medical training to assist the United States in response to national emergencies, and for other purposes."
116-HB7635,117-HB702,"To direct the Secretary of Labor to award grants to develop, administer, and evaluate early childhood education apprenticeships, and for other purposes."
