116th Bill Name,117th Bill Name,Cosine Score,Matches,Short Title,Long Title
116-HB7442,117-HB788,0.9280939638361597,short,To extend the authorization for Augusta Canal National Heritage Area.,
116-HB1380,117-HB211,0.9621179548745814,short,Big Cat Public Safety Act,
116-HB69,117-HB6603,0.9623514533547455,short,Ending Common Core and Expanding School Choice Act,
116-HB218,117-HB1712,0.9465408534966769,short,Death Tax Repeal Act,
116-HB3571,117-HB4526,0.9525341831676353,short,City and State Diplomacy Act,
116-HB3149,117-HB513,0.9747271550187715,short,A PLUS Act Academic Partnerships Lead Us to Success Act,
116-HB4624,117-HB3051,0.9723815141833727,long,,"To amend the Federal Food, Drug, and Cosmetic Act to establish a tobacco product standard prohibiting any e-liquid with a concentration of nicotine higher than 20 milligrams per milliliter, and for other purposes."
116-HB4942,117-HB4089,0.9895041523566309,short,Darren Drake Act,
116-HB8313,117-HB3884,0.9799738439460615,short,Philippine Human Rights Act,
116-HB2769,117-HB6253,0.9021624766383398,short,District of Columbia Courts Home Rule Act,
116-HB6101,117-HB5751,0.929970416875518,short,Ending Passenger Rail Forced Arbitration Act,
116-HB694,117-HB767,0.8991324699321621,short,"To designate the facility of the United States Postal Service located at 40 Fulton Street in Middletown, New York, as the ""Benjamin A. Gilman Post Office Building"".",
116-HB1245,117-HB4540,0.9208629472673606,short,Improving Access to Child Care Act,
116-HB5172,117-HB3259,0.9497927177152367,short,NOPAIN Act Non-Opioids Prevent Addiction In the Nation Act,
116-HB677,117-HB3285,0.9542256074030693,short,21st Century President Act,
116-HB6900,117-HB3963,0.9541168663229306,long,,To expand compassionate release authority and elderly home confinement access for offenders with heightened coronavirus risk.
116-HB8464,117-HB337,0.951080359731133,long,,"To amend the Foreign Agents Registration Act of 1938 to clarify the application to informational materials posted on online platforms by agents of foreign principals of the disclaimer requirements applicable under such Act to informational materials transmitted by agents of foreign principals through the United States mails, and for other purposes."
116-HB2568,117-HB1273,0.9579803240999095,short,Vietnam Veterans Liver Fluke Cancer Study Act,
116-HB7683,117-HB2221,0.9071967333676377,short,ACCESS Act Affordable Child Care for Economic Strategies and Success Act,
116-HB5242,117-HB2448,0.9628015125429207,short,Opioid Settlement Accountability Act,
116-HR465,117-HR499,0.9536859628570439,short,"Expressing support for the designation of June 26 as ""LGBTQ Equality Day"".",
116-HB6923,117-HB905,0.9791152618535329,short,Coronavirus Front-Line Responders Commemorative Coin Act,
116-HB3356,117-HB855,0.9284998614196036,short,VETS Safe Travel Act Veterans Expedited TSA Screening Safe Travel Act,
116-HB7937,117-HB2329,0.9080012783958056,short,Countering Chinese Communist Party Malign Influence Act,
116-HR110,117-HR281,0.9718532827665144,short,Amending the Rules of the House of Representatives to require a specific oath be administered to any witness appearing before a committee.,
116-HB885,117-HB4907,0.9408888094612105,short,Private Student Loan Bankruptcy Fairness Act of 2019,
116-HR1147,117-HR196,0.9188121107819976,short,"Expressing the sense of the House of Representatives regarding the importance of taking a feminist approach to all aspects of foreign policy, including foreign assistance and humanitarian response, trade, diplomacy, defense, immigration, funding, and accountability mechanisms.",
116-HB6465,117-HB2018,0.957526456345721,short,To waive certain provisions in the case of an emergency declaration under the Robert T. Stafford Disaster Relief and Emergency Assistance Act.,
116-HB7557,117-HB5119,0.9775760751760858,short,To amend title VI of the Social Security Act to extend the coverage of Coronavirus Relief Fund payments to Tribal Governments.,
116-HB8519,117-HB2283,0.9606793728553564,short & long,Teaching Asian Pacific American History Act,"To authorize the Secretary of Education to award grants to eligible entities to carry out educational programs that include the history of peoples of Asian and Pacific Islander descent in the settling and founding of America, the social, economic, and political environments that led to the development of discriminatory laws targeting Asians and Pacific Islanders and their relation to current events, and the impact and contributions of Asian Americans to the development and enhancement of American life, United States history, literature, the economy, politics, body of laws, and culture, and for other purposes."
116-HB605,117-HB2783,0.9766615167640674,short,Official Time Reporting Act,
116-HR1030,117-HR1027,0.9043757209905878,short,Supporting the goals and ideals of National Public Health Week.,
116-HR279,117-HR1027,0.9644055283307824,short,Supporting the goals and ideals of National Public Health Week.,
116-HB3427,117-HB5701,0.9649562418877717,short,Eliminating the RFS and Its Destructive Outcomes Act,
116-HB2395,117-HB3741,0.9887996193577304,short,"To authorize the President to award the Purple Heart to Louis Boria, Jr., for injuries incurred during World War II and the Korean War while a member of the Marine Corps.",
116-HB7722,117-HB4813,0.954866174470412,short & long,Matt’s Act,"To limit the price of insulin drugs accessible for participants, beneficiaries, and enrollees enrolled in group or individual health insurance coverage and group health plans and for uninsured individuals who have diabetes, and for other purposes."
116-HB2111,117-HB5546,0.9634163621412261,short,PROTECT Act Preventing Opportunities for Teen E-Cigarette and Tobacco Addiction Act,
116-HB3419,117-HB7782,0.9519485820651564,long,,"To amend title 18, United States Code, to prohibit former Members and elected officers of Congress from lobbying Congress at any time after leaving office, and for other purposes."
116-HB938,117-HB2853,0.9079510985463647,long,,"To amend the Federal Food, Drug, and Cosmetic Act, with respect to eligibility for approval of a subsequent generic drug, to remove the barrier to that approval posed by the 180-day exclusivity period afforded to a first generic applicant that has not yet received final approval, and for other purposes."
116-HB4280,117-HB3824,0.8297017232277301,long,,"To amend title XVI of the Social Security Act to update eligibility for the supplemental security income program, and for other purposes."
116-HB4346,117-HB1505,0.8423145902712736,long,,"To amend the Mineral Leasing Act to make certain adjustments to the regulation of surface-disturbing activities and to protect taxpayers from unduly bearing the reclamation costs of oil and gas development, and for other purposes."
116-HB6027,117-HB6543,0.9693999000788556,long,,"To amend title 10, United States Code, to eliminate the recoupment of separation pay, special separation benefits, and voluntary separation incentive payments from members of the Armed Forces who subsequently receive disability compensation under laws administered by the Department of Veterans Affairs and to impose limitations on the authority of the Secretary of Defense to recoup such pay from members who subsequently receive military retired or retainer pay."
116-HJR52,117-HJR11,0.959742441927052,short,Proposing an amendment to the Constitution of the United States to require that the Supreme Court of the United States be composed of nine justices.,
116-HJR95,117-HJR11,0.9586149403674571,short,Proposing an amendment to the Constitution of the United States to require that the Supreme Court of the United States be composed of nine justices.,
116-HB3379,117-HB7828,0.9498887436262554,short,"PRICED Act Price Relief, Innovation, and Competition for Essential Drugs Act",
116-HB8580,117-HB4358,0.957260113606327,short,Little Manatee Wild and Scenic River Act,
116-HB6215,117-HB5815,0.9646173196097515,short,Honest Census Communications Act,
116-HB7230,117-HB3167,0.9468743211794228,short,"To designate the facility of the United States Postal Service located at Block 1025, Lots 18 & 19, Northeast Corner of US Route 9 South and Main Street in the Township of Middle, County of Cape May, New Jersey, as the ""George Henry White Post Office Building"".",
116-HB8400,117-HB7982,0.9459550284940439,short & long,Parent PLUS Loan Fairness and Responsibility Act,"To amend the Higher Education Act of 1965 to allow certain Federal student loans to be transferred from a parent to a child, and for other purposes."
116-HB3419,117-HB459,0.9526616899625786,short & long,HUMBLE Act Halt Unchecked Member Benefits with Lobbying Elimination Act,"To amend title 18, United States Code, to prohibit former Members and elected officers of Congress from lobbying Congress at any time after leaving office, and for other purposes."
116-HB7229,117-HB3168,0.9547706400513614,short,"To designate the facility of the United States Postal Service located at 1087 Route 47 South in Rio Grande, New Jersey, as the ""Carlton H. Hand Post Office Building"".",
116-HB8777,117-HB354,0.9345136769998019,long,,"To direct the Secretary of Homeland Security and Secretary of State to require aliens applying for certain visas to disclose if they receive funds from the Government of the People's Republic of China or the Chinese Communist Party, and for other purposes."
116-HB176,117-HB4318,0.9414153526438634,short,Appalachian Regional Commission Relocation Act,
116-HB5866,117-HB5245,0.9470297398257441,short & long,Gun Trafficker Detection Act,"To require lost or stolen firearms to be reported to law enforcement authorities within 48 hours, and for other purposes."
116-HB7071,117-HB3537,0.9810267071595787,short,Accelerating Access to Critical Therapies for ALS Act,
116-HB8662,117-HB3537,0.9711249723836476,short,Accelerating Access to Critical Therapies for ALS Act,
116-HB447,117-HB2181,0.8420974053216532,short,Affordable and Safe Prescription Drug Importation Act,
116-HR973,117-HR1085,0.9707327741694208,short,"Recognizing the Muslim holy month of Ramadan, commending a month of fasting and spiritual renewal, and extending best wishes to Muslims in the United States and across the globe for a joyous and meaningful observance of Eid al-Fitr.",
116-HR424,117-HR1085,0.9558389968915476,short,"Recognizing the Muslim holy month of Ramadan, commending a month of fasting and spiritual renewal, and extending best wishes to Muslims in the United States and across the globe for a joyous and meaningful observance of Eid al-Fitr.",
116-HB1476,117-HB4543,0.9690270449552368,short,Coordinating Assistance for TANF Recipients Act,
116-HB5300,117-HB7742,0.8976534969984774,short,Enhancing Financial Stability Research and Oversight Act,
116-HB6141,117-HB958,0.96340326680264,short,Protecting Moms Who Served Act,
116-HJR57,117-HJR80,0.9284232007214087,short,Proposing an amendment to the Constitution of the United States relating to the authority of Congress and the States to regulate contributions and expenditures in political campaigns and to enact public financing systems for such campaigns.,
116-HB3239,117-HB7257,0.9657923307245657,short,Humanitarian Standards for Individuals in Customs and Border Protection Custody Act,
116-HB5448,117-HB6928,0.9813164801551703,short,SAFE SEX Workers Study Act SESTA/FOSTA Examination of Secondary Effects for Sex Workers Study Act,
116-HB1621,117-HB4915,0.949497620058288,short,Water Supply Permitting Coordination Act,
116-HB726,117-HB4878,0.9421450689436348,short,National Discovery Trails Act,
116-HB8347,117-HB1279,0.9589187642108583,short,Shell Company Abuse Act,
116-HB7272,117-HB4581,0.9639113786026227,short,Mamie Till-Mobley Memorial Stamp Act,
116-HB5846,117-HB5790,0.9750292790104748,long,,To provide for working with allies to seek increased compliance by China with certain OECD export credit standards.
116-HB8293,117-HB3244,0.9807943614721654,short & long,"Teacher, Principal, and Leader Residency Access Act","To ensure that Federal work-study funding is available for students enrolled in residency programs for teachers, principals, or school leaders, and for other purposes."
116-HR412,117-HR425,0.9923172367992564,short,"Supporting the designation of May as ""National Lyme and Tick-Borne Disease and Conditions Awareness Month"".",
116-HB5105,117-HB4928,0.9700905182271163,short,RESPECT Act Responsive Employees Support Productive Educated Congressional Talk Act,
116-HR65,117-HR75,0.94998958395252,short,Supporting the goals and ideals of Dominican Heritage Month.,
116-HB3117,117-HB2555,0.9584140626152603,short,"CARE for Families Act Community Access, Resources, and Education for Families Act",
116-HB8608,117-HB2906,0.9716904971415192,short & long,Carrie’s Law,To amend title 9 of the United States Code to prohibit the enforcement of predispute arbitration agreements with respect to sexual assault claims.
116-HB4712,117-HB1629,0.9256854702951827,short & long,Fairness in Orphan Drug Exclusivity Act,"To amend the Federal Food, Drug, and Cosmetic Act with respect to limitations on exclusive approval or licensure of orphan drugs, and for other purposes."
116-HB4888,117-HB1891,0.9326505696340225,short,"To amend the Grand Ronde Reservation Act, and for other purposes.",
116-HB1979,117-HB404,0.9324569485171044,short,Driftnet Modernization and Bycatch Reduction Act,
116-HB4232,117-HB1107,0.9075421764277972,short & long,PLAN Act Protecting Local Authority and Neighborhoods Act,"To amend the Communications Act of 1934 to ensure the ability to enforce State and local law relating to leasing and renting of real property, and for other purposes."
116-HB631,117-HB680,0.9504108527399863,short,"For the relief of Arpita Kurdekar, Girish Kurdekar, and Vandana Kurdekar.",
116-HB7159,117-HB4305,0.8875925880661553,long,,"To amend the Community Mental Health Service Block Grant to authorize a set-aside for crisis care services, and for other purposes."
116-HB7147,117-HB4305,0.9502833992322229,long,,"To amend the Community Mental Health Service Block Grant to authorize a set-aside for crisis care services, and for other purposes."
116-HB5141,117-HB6207,0.9154328028906972,long,,To substantially restrict the use of animal testing for cosmetics.
116-HB8804,117-HB1701,0.9706035308057938,short,"BRIDGE Act Building Rural Investments, Development, and Growth for the Economy Act",
116-HB7349,117-HB1038,0.9555549844592195,short,Enhancing Administrative Reviews for Broadband Deployment Act,
116-HB2356,117-HB1557,0.9002329907128224,short & long,Sunshine Forever Act,To amend the Internal Revenue Code of 1986 to extend certain credits related to solar energy.
116-HB3078,117-HB3644,0.9699017378468268,short & long,Expanding Access to Retirement Savings for Caregivers Act,To amend the Internal Revenue Code of 1986 to reduce the age for making catch-up contributions to retirement accounts to take into account time out of the workforce to provide dependent care services.
116-HB8490,117-HB3597,0.8237031563208008,long,,"To provide that for taxable years beginning before 1980 the Federal income tax deductibility of flight training expenses shall be determined without regard to whether such expenses were reimbursed through certain veterans educational assistance allowances, and for other purposes."
116-HB5012,117-HB2984,0.9501112507615038,short,Investing in American Workers Act,
116-HB7814,117-HB1351,0.9743628083672907,short & long,Nuclear Prosperity and Security Act,To establish a strategic uranium reserve.
116-HB1738,117-HB3214,0.9500045401705277,short,Protecting Children Through Eliminating Visa Loopholes Act,
116-HB8304,117-HB6494,0.8933153811406861,short & long,SCAM PAC Act Stopping Corrupt Actors from Making Political Action Committees Act,"To prohibit the disbursement of funds to entities owned or controlled by individuals with executive or managerial authority over the operations of political committees, and for other purposes."
116-HB3670,117-HB6795,0.9466016755563536,short,Short-Term Detention Standards Act,
116-HB3839,117-HB652,0.9164303744215969,short,Research Advancing to Market Production for Innovators Act,
116-HB7817,117-HB1559,0.9886097748865306,short & long,Modernize Nuclear Reactor Environmental Reviews Act,"To direct the Nuclear Regulatory Commission to submit a report on facilitating efficient, timely environmental reviews of nuclear reactors through expanded use of categorical exclusions, environmental assessments, and generic environmental impact statements, and for other purposes."
116-HB5614,117-HB5013,0.9301571822315504,short,Affordable Homeownership Access Act,
116-HB4570,117-HB3839,0.9457711730623889,long,,"To amend title II of the Social Security Act to allow workers who attain age 65 after 1981 and before 1992 to choose either lump sum payments over four years totaling $5,000 or an improved benefit computation formula under a new 10-year rule governing the transition to the changes in benefit computation rules enacted in the Social Security Amendments of 1977, and for other purposes."
116-HB1683,117-HB3455,0.9729375774046729,short,No Stolen Trademarks Honored in America Act,
116-HB3382,117-HB1804,0.9373634866692235,short,Community Cleanup Act,
116-HJR91,117-HJR5,0.9270233155179893,short,Proposing an amendment to the Constitution of the United States protecting the right of citizens to vote.,
116-HB8409,117-HB1109,0.8336599284532981,short,Department of State Student Internship Program Act,
116-HR425,117-HR439,0.9573665425510588,short,Recognizing the significance of National Caribbean American Heritage Month.,
116-HB7274,117-HB486,0.9485673499001929,short,Kobe Bryant & Gianna Bryant Helicopter Safety Act,
116-HB8710,117-HB3994,0.9750564370872865,long,,"To amend title 38, United States Code, to extend the authorization period for emergency treatment in non-Department of Veterans Affairs medical facilities under the Veterans Community Care Program."
116-HB2493,117-HB3994,0.9104382353257852,short & long,ACT for Veterans Act Addressing Care Timelines for Veterans Act,"To amend title 38, United States Code, to extend the authorization period for emergency treatment in non-Department of Veterans Affairs medical facilities under the Veterans Community Care Program."
116-HB7525,117-HB5997,0.9527214852885202,short & long,Crack Down on Dark Money Act,"To amend the Internal Revenue Code of 1986 to prohibit 501(c)(4) entities from using more than 10 percent of total expenditures on certain political expenditures, and for other purposes."
116-HB6091,117-HB184,0.9826884083571301,short,Federal Employee Combat Zone Tax Parity Act,
116-HB1797,117-HB5144,0.8934356193179099,short,National Capital Planning Commission District of Columbia Home Rule Act,
116-HB8478,117-HB1100,0.9628592473609411,short,Online Accessibility Act,
116-HB3647,117-HB1886,0.9256242725217844,short,Impact Aid Infrastructure Act,
116-HB1522,117-HB3389,0.9809112188493806,short,Congressional and Executive Foreign Lobbying Ban Act,
116-HB1380,117-HB263,0.9459713820221194,short,Big Cat Public Safety Act,
116-HB1379,117-HB7702,0.9309897715760317,short,Ensuring Lasting Smiles Act,
116-HR200,117-HR192,0.9613726652303943,short,Expressing the sense of the House of Representatives that the Senate should give its advice and consent to the ratification of the Convention on the Elimination of All Forms of Discrimination Against Women.,
116-HB2048,117-HB3853,0.9400048072912243,short,Pink Tax Repeal Act,
116-HB1796,117-HB1760,0.9530637986229138,short,Carbon Capture Modernization Act,
116-HB1254,117-HB304,0.9647004334034293,short,Equal COLA Act,
116-HB6397,117-HB5084,0.6679249319825976,long,,"To amend the Higher Education Act of 1965 to provide for the refinancing of certain Federal student loans, and for other purposes."
116-HB2186,117-HB5084,0.9547734975981151,short,Student Loan Refinancing Act,
116-HB6257,117-HB2741,0.9779123075053224,long,,To modify rules relating to 403(b) plans.
116-HB4137,117-HB2432,0.961005724816297,short,Jennifer Kepner HOPE Act Jennifer Kepner Healthcare for Open air burn Pit Exposure Act,
116-HR341,117-HR372,0.9716800021800276,short,"Expressing support for the designation of May as ""National Bladder Cancer Awareness Month"".",
116-HB5854,117-HB3789,0.9517429826239244,short & long,Native Act to Transform Imagery in Various Environments,"To authorize the Secretary of Education to make grants to eligible schools to assist such schools to discontinue use of a derogatory or discriminatory name or depiction as a team name, mascot, or nickname, and for other purposes."
116-HB7945,117-HB851,0.9677766971951797,short,FAAN Act Future Advancement of Academic Nursing Act,
116-HB1908,117-HB2567,0.9759671784482282,short,Master Sergeant Roddie Edmonds Congressional Gold Medal Act,
116-HB8943,117-HB2032,0.9782350725780621,short,Pandemic Supplies Production Act,
116-HB6990,117-HB1257,0.9801210636896942,short,"Homeless Veterans CREDIT Act Homeless Veterans Credit Repair, Enhancement, and Debt Improvement for Tomorrow Act",
116-HB4792,117-HB2236,0.9406959239090447,long,,"To establish a voluntary program to identify and promote internet-connected products that meet industry-leading cybersecurity and data security standards, guidelines, best practices, methodologies, procedures, and processes, and for other purposes."
116-HB4732,117-HB2826,0.9668284213643521,short & long,"To establish a Global Climate Change Resilience Strategy, to authorize the admission of climate-displaced persons, and for other purposes.","To establish a Global Climate Change Resilience Strategy, to authorize the admission of climate-displaced persons, and for other purposes."
116-HB8685,117-HB2834,0.9679256900762335,short,Protecting Miranda Rights for Kids Act,
116-HR611,117-HR715,0.9708549337901148,short,"Supporting the goals and ideals of ""National Nonviolence Week"" to raise awareness of youth violence in the United States.",
116-HB8687,117-HB326,0.9048968805751116,short,Saving the Civil Service Act,
116-HB1371,117-HB6025,0.9441579377507215,short,Flu Vaccine Act,
116-HB2939,117-HB3618,0.9364344492972506,short,State and Local General Sales Tax Protection Act,
116-HB1815,117-HB8462,0.931122303509522,short,SEC Disclosure Effectiveness Testing Act,
116-HR549,117-HR277,0.9303256108821513,short,Reaffirming the commitment to media diversity and pledging to work with media entities and diverse stakeholders to develop common ground solutions to eliminate barriers to media diversity.,
116-HB7567,117-HB6888,0.9604579531204523,long,,"To amend the Federal Food, Drug, and Cosmetic Act to improve the treatment of rare diseases and conditions, and for other purposes."
116-HB8238,117-HB1625,0.9205066706388056,short & long,AIM Act Agricultural Intelligence Measures Act,"To establish the Office of Intelligence in the Department of Agriculture, and for other purposes."
116-HB7017,117-HB719,0.9828566918348788,short & long,Right to Test Act,To allow States to approve the use of diagnostic tests during a public health emergency.
116-HB7160,117-HB3376,0.9668356086067292,short & long,Expanding Opportunities for Broadband Deployment Act,To amend the Communications Act of 1934 to promote broadband deployment by increasing participation in broadband support programs.
116-HB6234,117-HB2752,0.9452679125308024,short,Castner Range National Monument Act,
116-HB74,117-HB45,0.9497291442051767,short,Grant’s Law,
116-HB2571,117-HB1275,0.9314339051035202,short,National Right-to-Work Act,
116-HB634,117-HB648,0.9532556112109727,short,Ultrasound Informed Consent Act,
116-HB8712,117-HB884,0.9629535695882917,long,,"To direct the Secretary of Transportation to establish a national aviation preparedness plan for communicable disease outbreaks, and for other purposes."
116-HB7739,117-HB5348,0.961553563141196,short,ESP Family Leave Act,
116-HB8799,117-HB3384,0.9650698610756212,short,End Transfers of Detained Immigrants Act,
116-HR1030,117-HR298,0.9762459627456757,short,Supporting the goals and ideals of National Public Health Week.,
116-HR279,117-HR298,0.9740710021272003,short,Supporting the goals and ideals of National Public Health Week.,
116-HB3068,117-HB998,0.9659978723382927,short,Offshore Wind Jobs and Opportunity Act,
116-HR119,117-HR99,0.9590828132246536,short,Supporting the goals and ideals of Career and Technical Education Month.,
116-HR864,117-HR99,0.9398189980680196,short,Supporting the goals and ideals of Career and Technical Education Month.,
116-HR959,117-HR362,0.9331359300993168,short,"Recognizing the roles and contributions of the teachers of the United States in building and enhancing the civic, cultural, and economic well-being of the United States.",
116-HB3057,117-HB1793,0.9592038279448868,short,Immediate Coverage for Former Foster Youth Act,
116-HB7953,117-HB3483,0.9875709273159012,short,Young Americans Financial Literacy Act,
116-HB8976,117-HB2009,0.9780792401652769,long,,"To clarify access to courts of the United States for persons seeking redress for a violation of a constitutional right by the United States or any agent, person, or entity acting in the name of the United States, and for other purposes."
116-HR97,117-HR844,0.9256251996689866,short,Justice for All Resolution,
116-HB4800,117-HB7798,0.952788207260284,long,,To amend title IV of the Public Health Service Act to prohibit sale or transactions relating to human fetal tissue.
116-HB659,117-HB3143,0.9693756094998917,short,Buyback Our Safety Act,
116-HB1647,117-HB8197,0.978336660200233,short,Veterans Equal Access Act,
116-HB7848,117-HB4011,0.9565425831579369,short,Counseling Not Criminalization in Schools Act,
116-HB5085,117-HB7262,0.9350883019706564,short,Budget Process Enhancement Act,
116-HB1215,117-HB1269,0.9840439820219424,short,Social Security and Medicare Lock-Box Act,
116-HB7736,117-HB1213,0.9498236128315358,short,Educational Flexibility for Families Act,
116-HB551,117-HB690,0.979994917365133,long,,"To amend title 18, United States Code, to increase the maximum penalty for mail theft."
116-HB2831,117-HB2459,0.9137101631090568,short,BUILDS Act Building U.S. Infrastructure by Leveraging Demands for Skills,
116-HB7353,117-HB1053,0.9142028287992581,short,TRUSTED Broadband Networks Act Timely Replacement Under Secure and Trusted for Early and Dependable Broadband Networks Act,
116-HB7146,117-HB187,0.9388237457451286,short,For the relief of Victoria Galindo Lopez.,
116-HR109,117-HR332,0.9855128027841993,short,Recognizing the duty of the Federal Government to create a Green New Deal.,
116-HB7191,117-HB1598,0.9272542890081861,long,,"To amend the Omnibus Crime Control and Safe Streets Act of 1968 to condition eligibility for grants under the Edward Byrne Memorial Justice Assistance Grant Program, and for other purposes."
116-HB3523,117-HB2829,0.9707764738004065,short,End Price Gouging for Medications Act,
116-HB8890,117-HB658,0.9525114919862326,short & long,District of Columbia Parole and Supervised Release Act,"To transfer from the United States Parole Commission to the District of Columbia the authority to grant, deny, and revoke parole and impose conditions on an order of parole, and the authority to modify, revoke, and terminate a term of supervised release and impose conditions on an order of supervised release, in the case of individuals who are imprisoned felons eligible for parole, reparole, or supervised release under the laws of the District of Columbia, and for other purposes."
116-HB7880,117-HB561,0.9765508787736176,short,Reopen Small Businesses Safely Act,
116-HB2182,117-HB6005,0.9748835181782312,short & long,Access to Birth Control Act,"To establish certain duties for pharmacies to ensure provision of Food and Drug Administration-approved contraception, medication related to contraception, and for other purposes."
116-HB6921,117-HB4239,0.8767996513968136,short & long,Healthy Dog Importation Act,"To amend the Animal Health Protection Act with respect to the importation of live dogs, and for other purposes."
116-HB7552,117-HB3207,0.843650256566662,long,,"To reauthorize and limit the pre-disaster mitigation program of the Small Business Administration, and for other purposes."
116-HB6764,117-HB4321,0.9077165036366978,long,,"To amend title 10, United States Code, to improve congressional oversight and public transparency of military construction contract awards, and for other purposes."
116-HB9019,117-HB655,0.9343536688405603,long,,"To amend the Helium Act to ensure continued access to helium for holders of Federal research grants, and for other purposes."
116-HB8858,117-HB1062,0.9789644279697912,short,ACCESS 45Q Act Accelerating Carbon Capture and Extending Secure Storage through 45Q Act,
116-HB8557,117-HB3766,0.9006163199345831,long,,"To amend the Packers and Stockyards Act, 1921, to establish a cattle contract library, and for other purposes."
116-HB1592,117-HB9259,0.9750560935910444,short & long,Cybersecurity Skills Integration Act,"To direct the Secretary of Education to establish a pilot program to award competitive grants for the integration of cybersecurity education, and for other purposes."
116-HB35,117-HB55,0.8914699286271709,short,Emmett Till Antilynching Act,
116-HB7572,117-HB739,0.9760133086337054,short,For the relief of Median El-Moustrah.,
116-HB5570,117-HB1123,0.9320582624263681,short,Veteran Suicide Prevention Act,
116-HB63,117-HB2874,0.9428508371114985,short,Student Loan Disclosure Modernization Act,
116-HB1161,117-HB2874,0.9649767138809879,short,Student Loan Disclosure Modernization Act,
116-HB6519,117-HB3984,0.9694661587885832,long,,"To amend title 28, United States Code, to provide a civil action against a foreign state for deliberate concealment or distortion of information with respect to an international public health emergency, and for other purposes."
116-HB5111,117-HB4927,0.9807714499465349,short,NOTIFIED Act Notify Officials To Inform Fully and Impel Educated Decisions Act,
116-HB6797,117-HB1390,0.951336346711653,short,CHIPPER Act Children’s Health Insurance Program Pandemic Enhancement and Relief Act,
116-HB7367,117-HB1156,0.9411132224408343,short,Facilitating DIGITAL Applications Act Facilitating the Deployment of Infrastructure with Greater Internet Transactions And Legacy Applications Act,
116-HB323,117-HB258,0.9120315013877567,short,To amend the Internal Revenue Code of 1986 to provide a tax credit for expenses for household and elder care services necessary for gainful employment.,
116-HB7038,117-HB1356,0.961787498753768,long,,"To amend title 23, United States Code, to include additional eligible uses of revenue from tolls, and for other purposes."
116-HB6032,117-HB2696,0.9418815383218162,short,Transportation Workforce Centers of Excellence Act,
116-HJR86,117-HJR60,0.8449297887028593,short,Proposing an amendment to the Constitution of the United States to limit the number of consecutive terms that a Member of Congress may serve.,
116-HB5068,117-HB3531,0.9467507467624432,short,Women Who Worked on the Home Front World War II Memorial Act,
116-HB85,117-HB58,0.9713881134082436,short,Fund and Complete the Border Wall Act,
116-HB4890,117-HB7946,0.9750588355000692,long,,"To provide benefits for noncitizen members of the Armed Forces, and for other purposes."
116-HB4747,117-HB8457,0.8635503908205053,short,Making College More Affordable Act,
116-HB8063,117-HB3736,0.9408630750510409,short,Installation Agreement Affordability Act,
116-HB2738,117-HB1191,0.9566394799934597,short,For the relief of Ravidath Lawrence Ragbir.,
116-HB6499,117-HB2359,0.9534705834631865,short,"To authorize the Secretary of the Interior to conduct a study to assess the suitability and feasibility of designating certain lands as the Los Caminos del Rio National Heritage Corridor, and for other purposes.",
116-HB2418,117-HB8761,0.931880163121186,short,To add Ireland to the E-3 nonimmigrant visa program.,
116-HB2877,117-HB8761,0.9860731734072459,short,To add Ireland to the E-3 nonimmigrant visa program.,
116-HB2219,117-HB2824,0.956560297622099,short,Mongolia Third Neighbor Trade Act,
116-HB6739,117-HB975,0.8953987765742297,short,Ensuring Seniors’ Access to COVID Treatments Act,
116-HB8699,117-HB4192,0.9598475703143083,short,Erie Canalway National Heritage Corridor Commission Reauthorization Act,
116-HB5744,117-HB940,0.9723049206086045,short,Clearing Lines along Electrical At-Risk Zones Act,
116-HB5299,117-HB3491,0.9470709099361935,short,Stamp Out Lyme Disease Act,
116-HB4504,117-HB608,0.9426293525855505,long,,"To amend title X of the Public Health Service Act to require grant recipients to comply with all applicable State and local laws requiring notification or reporting of child abuse, child molestation, sexual abuse, rape, incest, intimate partner violence, or human trafficking, and for other purposes."
116-HB8663,117-HB3390,0.9523714506567224,short,Chinese Communist Party Influence Transparency Act,
116-HR444,117-HR1195,0.9598336391818648,short,"Reaffirming the importance of the United States to promote the safety, health, and well-being of refugees and displaced persons.",
116-HB2870,117-HB3305,0.9608855763794643,short,End the Threat of Default Act,
116-HB8042,117-HB4456,0.9755295035310793,short & long,Helping America’s Farmers Act,"To provide for agricultural economic injury disaster loans, and for other purposes."
116-HB5633,117-HB2364,0.9550478322932531,short,Synthetic Opioid Danger Awareness Act,
116-HB1588,117-HB3105,0.95509857407645,long,,"To limit the application of Federal laws to the distribution and consumption of marihuana, and for other purposes."
116-HR288,117-HR571,0.9758093226754672,short,Recognizing the duty of the Federal Government to create a Green Real Deal.,
116-HB5002,117-HB3577,0.9798059676338896,short,United States Army Rangers Veterans of World War II Congressional Gold Medal Act,
116-HB5843,117-HB2428,0.7626677863513548,long,,"To provide the Inspector General of the Department of Veterans Affairs testimonial subpoena authority, and for other purposes."
116-HB8267,117-HB7962,0.9361626164085686,short & long,"To amend the Energy Policy and Conservation Act to modify the definition of water heater under energy conservation standards, and for other purposes.","To amend the Energy Policy and Conservation Act to modify the definition of water heater under energy conservation standards, and for other purposes."
116-HB8497,117-HB1138,0.9659749543555413,short,Preventing SBA Assistance from Going to China Act,
116-HB3016,117-HB5675,0.985828698666105,long,,"To amend the Public Health Service Act to provide for and support liver illness visibility, education, and research, and for other purposes."
