Bill Name,Committee Name,Congress
117-HB9162,Homeland Security,117
116-HB2728,Education and Labor,116
116-HB1903,Education and Labor,116
116-HR489,Judiciary,116
117-HB359,Veterans' Affairs,117
116-HB1614,Energy And Commerce,116
117-HB602,Education and Labor,117
117-HB1510,Veterans' Affairs,117
116-HB6026,Judiciary,116
117-HB6978,Education and Labor,117
117-HR1367,Rules,117
116-HB4347,Transportation And Infrastructure,116
116-HR490,Judiciary,116
117-HB2210,Energy And Commerce,117
117-HB7879,Energy And Commerce,117
116-HB3267,Education and Labor,116
117-HB8284,Oversight and Reform,117
116-HB4364,Natural Resources,116
117-HR219,Foreign Affairs,117
116-HB7133,Judiciary,116
117-HB7717,Education and Labor,117
116-HB1758,Veterans' Affairs,116
116-HB3742,Natural Resources,116
116-HB7951,Judiciary,116
117-HB5248,Energy And Commerce,117
116-HB4440,Judiciary,116
116-HB7417,Armed Services,116
116-HB7284,Judiciary,116
117-HB3018,Foreign Affairs,117
116-HB6725,Agriculture,116
117-HB2848,Natural Resources,117
117-HB2487,Oversight and Reform,117
117-HB8563,Judiciary,117
117-HB4088,Financial Services,117
116-HB28,Foreign Affairs,116
117-HB4905,Energy And Commerce,117
117-HB1127,Administration,117
116-HB6770,Transportation And Infrastructure,116
116-HB7952,Veterans' Affairs,116
117-HB7115,Energy And Commerce,117
116-HB1811,Foreign Affairs,116
116-HB2416,Transportation And Infrastructure,116
117-HR514,Education and Labor,117
116-HR580,Education and Labor,116
116-HB2674,Judiciary,116
117-HR929,Foreign Affairs,117
117-HB1077,Oversight and Reform,117
116-HB8303,"Science, Space, And Technology",116
117-HB3924,Oversight and Reform,117
117-HB609,Transportation And Infrastructure,117
117-HB9215,Energy And Commerce,117
116-HJR47,Judiciary,116
117-HB9342,Transportation And Infrastructure,117
116-HB3046,Armed Services,116
116-HB5388,Education and Labor,116
117-HB8783,Armed Services,117
116-HB6424,Ways And Means,116
117-HB1230,Natural Resources,117
117-HB4645,Transportation And Infrastructure,117
116-HB4101,Transportation And Infrastructure,116
116-HB8571,Armed Services,116
116-HR16,Energy And Commerce,116
117-HB9382,Natural Resources,117
117-HB8373,Energy And Commerce,117
117-HB2189,Ways And Means,117
117-HB2593,Budget,117
117-HB165,Financial Services,117
117-HR897,Foreign Affairs,117
117-HB8109,Natural Resources,117
116-HR309,Foreign Affairs,116
117-HB2669,Transportation And Infrastructure,117
117-HB8243,Transportation And Infrastructure,117
116-HB4215,Energy And Commerce,116
116-HB283,Natural Resources,116
116-HB4674,Education and Labor,116
116-HB8323,Energy And Commerce,116
117-HR732,Judiciary,117
117-HB1566,Education and Labor,117
117-HB3759,Energy And Commerce,117
117-HB6412,Ways And Means,117
116-HB482,Natural Resources,116
117-HB5299,Armed Services,117
116-HB1769,Energy And Commerce,116
117-HB7603,Education and Labor,117
117-HB5267,Transportation And Infrastructure,117
116-HB7720,Education and Labor,116
117-HB4610,"Science, Space, And Technology",117
116-HB4077,Education and Labor,116
117-HB240,Veterans' Affairs,117
117-HB482,Energy And Commerce,117
116-HB7222,Ways And Means,116
116-HB8871,Energy And Commerce,116
117-HB9319,Agriculture,117
117-HB3802,Veterans' Affairs,117
117-HB6053,Financial Services,117
116-HB8698,Judiciary,116
117-HR472,Oversight and Reform,117
117-HB3716,Judiciary,117
116-HB1574,Judiciary,116
117-HB55,Judiciary,117
117-HB3908,Transportation And Infrastructure,117
116-HB1831,Oversight and Reform,116
117-HB900,Energy And Commerce,117
116-HB9044,Armed Services,116
116-HB5059,Transportation And Infrastructure,116
117-HB4849,Education and Labor,117
116-HB2118,Foreign Affairs,116
116-HCR100,Judiciary,116
117-HB4677,Natural Resources,117
117-HB4607,Education and Labor,117
117-HB274,Natural Resources,117
117-HB758,Energy And Commerce,117
117-HB675,Energy And Commerce,117
117-HB1989,Veterans' Affairs,117
117-HB9525,Appropriations,117
116-HB7201,Education and Labor,116
117-HB182,Veterans' Affairs,117
116-HB6291,Small Business,116
117-HB620,Energy And Commerce,117
117-HB736,Energy And Commerce,117
116-HB7976,Ways And Means,116
117-HB6877,Judiciary,117
116-HB2541,Ways And Means,116
116-HB6182,Agriculture,116
116-HB2031,Natural Resources,116
116-HB7913,Financial Services,116
116-HB202,Oversight and Reform,116
116-HB2380,Financial Services,116
117-HB5890,Education and Labor,117
116-HB3319,Judiciary,116
116-HB7907,Judiciary,116
116-HB3994,Energy And Commerce,116
117-HB6307,Veterans' Affairs,117
116-HB4795,Ways And Means,116
117-HR1148,Energy And Commerce,117
116-HB3410,Energy And Commerce,116
117-HB7145,Education and Labor,117
117-HB7784,Education and Labor,117
116-HB6886,Small Business,116
116-HB5657,Armed Services,116
116-HB572,Natural Resources,116
117-HB1596,Armed Services,117
117-HB1032,Energy And Commerce,117
117-HB6948,Energy And Commerce,117
116-HB236,Administration,116
117-HB1096,Foreign Affairs,117
117-HB8214,Ways And Means,117
116-HB7457,Transportation And Infrastructure,116
117-HR443,Education and Labor,117
117-HB7420,Rules,117
117-HB6300,Ways And Means,117
117-HB9186,Agriculture,117
116-HB226,Small Business,116
117-HB4521,"Science, Space, And Technology",117
116-HB1598,Homeland Security,116
116-HB1962,Veterans' Affairs,116
116-HB1890,Transportation And Infrastructure,116
117-HB7861,Transportation And Infrastructure,117
116-HB7324,Ways And Means,116
116-HB3394,Education and Labor,116
117-HB3354,Energy And Commerce,117
117-HB1486,Financial Services,117
117-HB2170,Energy And Commerce,117
117-HB7903,Veterans' Affairs,117
117-HB8894,Armed Services,117
117-HCR31,Energy And Commerce,117
117-HCR96,Judiciary,117
116-HB8509,Ways And Means,116
117-HB5951,Oversight and Reform,117
117-HB487,Agriculture,117
117-HB67,Veterans' Affairs,117
116-HB6093,Veterans' Affairs,116
117-HB6968,Ways And Means,117
117-HB94,Judiciary,117
116-HB5815,Ways And Means,116
117-HR1521,Foreign Affairs,117
117-HB8390,Armed Services,117
116-HB4667,Energy And Commerce,116
116-HB2711,Natural Resources,116
116-HB6334,Foreign Affairs,116
116-HB5395,Judiciary,116
116-HB7245,Judiciary,116
117-HR1206,Armed Services,117
117-HB2212,Oversight and Reform,117
117-HR625,Oversight and Reform,117
116-HB7265,Armed Services,116
116-HB3934,Ways And Means,116
116-HB8880,Energy And Commerce,116
116-HB6628,Budget,116
116-HB751,Administration,116
117-HB8806,Homeland Security,117
117-HCR120,Oversight and Reform,117
116-HB3795,Judiciary,116
116-HB6362,Financial Services,116
117-HB1849,Energy And Commerce,117
117-HB3265,Ways And Means,117
116-HB2278,Judiciary,116
116-HB172,Energy And Commerce,116
116-HB25,Ways And Means,116
117-HB8048,Judiciary,117
117-HR412,Education and Labor,117
117-HB4427,Ways And Means,117
117-HB7990,Ways And Means,117
117-HB9022,"Science, Space, And Technology",117
117-HB4065,Energy And Commerce,117
117-HB4961,Veterans' Affairs,117
116-HB2206,Transportation And Infrastructure,116
117-HB975,Energy And Commerce,117
116-HB662,Education and Labor,116
116-HB5960,Transportation And Infrastructure,116
117-HB163,Judiciary,117
117-HB7945,Armed Services,117
116-HB7636,Judiciary,116
116-HB8132,Energy And Commerce,116
116-HB137,Administration,116
116-HB6718,Agriculture,116
116-HB5289,Ways And Means,116
117-HB2939,Judiciary,117
117-HB6439,Judiciary,117
117-HB5683,Homeland Security,117
117-HB5899,Energy And Commerce,117
117-HB8037,Homeland Security,117
116-HB1082,Energy And Commerce,116
116-HB5912,Transportation And Infrastructure,116
116-HB3308,"Science, Space, And Technology",116
117-HB3556,Transportation And Infrastructure,117
116-HB3550,Ways And Means,116
117-HB3378,Ways And Means,117
117-HB5155,Ways And Means,117
116-HB8652,Energy And Commerce,116
116-HB2229,Foreign Affairs,116
116-HB8887,Agriculture,116
116-HB2925,Judiciary,116
117-HB1664,Natural Resources,117
116-HB1902,Ways And Means,116
117-HB4165,Ways And Means,117
117-HB7576,Energy And Commerce,117
116-HB2079,Financial Services,116
116-HB364,Judiciary,116
116-HB4338,Transportation And Infrastructure,116
116-HR1073,Oversight and Reform,116
117-HR607,Foreign Affairs,117
117-HB3019,Administration,117
116-HB8722,Veterans' Affairs,116
116-HB8182,Education and Labor,116
116-HB366,Energy And Commerce,116
117-HCR107,Energy And Commerce,117
116-HB3430,Ways And Means,116
117-HR361,Foreign Affairs,117
116-HB8797,Education and Labor,116
117-HB8291,Homeland Security,117
116-HB7404,Energy And Commerce,116
117-HB9277,Foreign Affairs,117
117-HR562,Oversight and Reform,117
117-HB1752,Judiciary,117
117-HB7517,Education and Labor,117
116-HB8970,Judiciary,116
117-HB4102,Natural Resources,117
116-HB1254,Oversight and Reform,116
116-HB1712,Ways And Means,116
117-HB3851,"Science, Space, And Technology",117
116-HB5431,Transportation And Infrastructure,116
116-HB3049,Education and Labor,116
116-HR146,Energy And Commerce,116
116-HB1897,Energy And Commerce,116
116-HB3377,Homeland Security,116
117-HB4040,Energy And Commerce,117
117-HB5542,Energy And Commerce,117
116-HB1812,Veterans' Affairs,116
117-HB1458,Ways And Means,117
116-HR1228,Oversight and Reform,116
116-HB7015,Oversight and Reform,116
117-HB4331,Judiciary,117
117-HB3590,Ways And Means,117
117-HB8877,Energy And Commerce,117
117-HB7370,Education and Labor,117
116-HB8879,Ways And Means,116
116-HB1002,Agriculture,116
117-HB4111,Financial Services,117
116-HB8621,Ways And Means,116
116-HB7757,Energy And Commerce,116
116-HB1609,Homeland Security,116
116-HB4581,Judiciary,116
116-HB1268,Natural Resources,116
117-HB302,Oversight and Reform,117
117-HB2840,Agriculture,117
117-HB9516,Education and Labor,117
116-HCR77,Foreign Affairs,116
117-HB9199,Judiciary,117
117-HB9281,Agriculture,117
116-HB8301,Judiciary,116
116-HB4538,Energy And Commerce,116
116-HB6365,Energy And Commerce,116
117-HB8506,Energy And Commerce,117
116-HR890,Rules,116
117-HB7545,Judiciary,117
116-HB1664,Natural Resources,116
117-HB6955,Appropriations,117
117-HB3644,Ways And Means,117
116-HB5935,Judiciary,116
117-HB5674,Ways And Means,117
117-HB9519,Oversight and Reform,117
117-HB6389,Ways And Means,117
116-HB1825,Ways And Means,116
116-HB2563,Education and Labor,116
116-HB929,Financial Services,116
117-HB8854,Veterans' Affairs,117
117-HB3885,Armed Services,117
117-HR866,Judiciary,117
117-HB5626,Energy And Commerce,117
117-HB69,Energy And Commerce,117
117-HB5509,Veterans' Affairs,117
117-HB5980,Ways And Means,117
117-HR476,Armed Services,117
117-HB7894,Energy And Commerce,117
116-HB5036,Energy And Commerce,116
117-HB1038,Natural Resources,117
116-HB6749,Ways And Means,116
117-HR462,Foreign Affairs,117
116-HB58,Ways And Means,116
116-HR936,Judiciary,116
116-HB149,Financial Services,116
117-HB2554,Energy And Commerce,117
117-HB7834,Energy And Commerce,117
117-HB6192,Ways And Means,117
116-HB4918,Financial Services,116
116-HB2318,Financial Services,116
117-HB6661,Oversight and Reform,117
117-HB2745,Ways And Means,117
116-HB4236,Natural Resources,116
116-HB5177,Education and Labor,116
117-HB7833,Natural Resources,117
116-HR305,Energy And Commerce,116
117-HB2442,Energy And Commerce,117
117-HB6220,Oversight and Reform,117
116-HB3097,Education and Labor,116
117-HB9483,Agriculture,117
116-HR1084,Energy And Commerce,116
117-HB3283,Foreign Affairs,117
117-HB1247,Education and Labor,117
117-HR842,Foreign Affairs,117
117-HR1310,Armed Services,117
117-HB9195,Judiciary,117
116-HB6765,Transportation And Infrastructure,116
116-HB8050,Foreign Affairs,116
116-HB5087,Judiciary,116
117-HB5254,Ways And Means,117
117-HB2750,Natural Resources,117
116-HB1763,Ways And Means,116
116-HB400,Oversight and Reform,116
117-HR877,Foreign Affairs,117
116-HB765,Judiciary,116
116-HR613,Financial Services,116
116-HB7379,Veterans' Affairs,116
116-HB5355,"Science, Space, And Technology",116
117-HB2300,Oversight and Reform,117
117-HR883,Energy And Commerce,117
116-HB5775,Natural Resources,116
116-HB5368,Education and Labor,116
116-HB1335,Natural Resources,116
116-HB3838,Education and Labor,116
117-HB6860,Energy And Commerce,117
116-HB454,Oversight and Reform,116
117-HB5914,Financial Services,117
117-HR1454,Transportation And Infrastructure,117
117-HB4394,Energy And Commerce,117
116-HB5980,Administration,116
117-HB9026,Energy And Commerce,117
116-HR768,Foreign Affairs,116
117-HB4043,Ways And Means,117
116-HB6750,Judiciary,116
117-HB8365,Foreign Affairs,117
116-HB6514,Education and Labor,116
116-HB5701,Veterans' Affairs,116
117-HB578,Education and Labor,117
116-HB5523,Ways And Means,116
117-HB1632,Armed Services,117
117-HB9189,Ways And Means,117
117-HB6055,Education and Labor,117
116-HB7546,Energy And Commerce,116
116-HB5377,Ways And Means,116
116-HB2026,Education and Labor,116
116-HB3669,Homeland Security,116
116-HB7175,Small Business,116
116-HB6052,Foreign Affairs,116
116-HB499,Small Business,116
117-HB4589,Foreign Affairs,117
116-HB23,Veterans' Affairs,116
116-HJR21,Judiciary,116
116-HB3212,Foreign Affairs,116
117-HB483,Judiciary,117
116-HB2323,Ways And Means,116
117-HB158,Transportation And Infrastructure,117
117-HR1506,Energy And Commerce,117
117-HR32,Judiciary,117
116-HB4645,Education and Labor,116
117-HB6592,Judiciary,117
117-HB2306,Transportation And Infrastructure,117
117-HB505,Education and Labor,117
116-HR222,Foreign Affairs,116
116-HB6917,Transportation And Infrastructure,116
117-HB6173,Transportation And Infrastructure,117
117-HB7651,Energy And Commerce,117
117-HB6507,Ways And Means,117
116-HB3599,Judiciary,116
117-HB2436,Veterans' Affairs,117
117-HB849,"Science, Space, And Technology",117
117-HB3960,Judiciary,117
117-HR1126,Foreign Affairs,117
117-HB8979,Energy And Commerce,117
116-HB1616,Foreign Affairs,116
117-HB3212,Financial Services,117
117-HB1747,Oversight and Reform,117
116-HB3058,Energy And Commerce,116
117-HB4626,Veterans' Affairs,117
117-HB5505,Energy And Commerce,117
116-HB3627,Judiciary,116
116-HCR7,Ways And Means,116
116-HB14,Energy And Commerce,116
116-HB5573,Energy And Commerce,116
117-HB6272,Agriculture,117
117-HB807,Judiciary,117
117-HB624,Armed Services,117
116-HB877,Natural Resources,116
117-HB90,Judiciary,117
117-HB3055,Energy And Commerce,117
117-HB5172,Armed Services,117
117-HB1253,Foreign Affairs,117
117-HB157,Ways And Means,117
116-HR1096,Energy And Commerce,116
116-HB7460,Natural Resources,116
116-HB3451,Judiciary,116
116-HB2336,Judiciary,116
117-HB4198,Education and Labor,117
116-HB2357,Transportation And Infrastructure,116
117-HB5109,Energy And Commerce,117
117-HR682,Foreign Affairs,117
116-HR867,Armed Services,116
117-HB8809,Energy And Commerce,117
117-HR885,Energy And Commerce,117
117-HB6727,Financial Services,117
117-HB4334,Natural Resources,117
117-HB3806,Energy And Commerce,117
117-HB4132,Oversight and Reform,117
116-HB2472,Oversight and Reform,116
117-HB9152,Veterans' Affairs,117
117-HB6071,Energy And Commerce,117
117-HB9146,Judiciary,117
117-HB6089,Foreign Affairs,117
116-HB3712,Education and Labor,116
117-HB7819,Energy And Commerce,117
116-HB2990,Ways And Means,116
116-HB3845,Education and Labor,116
116-HB4082,Judiciary,116
117-HB7353,Energy And Commerce,117
116-HB7231,Transportation And Infrastructure,116
116-HB190,Small Business,116
117-HB430,Veterans' Affairs,117
117-HB7855,Education and Labor,117
116-HB7489,Natural Resources,116
117-HB7220,Ways And Means,117
117-HB8079,Transportation And Infrastructure,117
117-HR1266,Foreign Affairs,117
116-HB8078,Judiciary,116
116-HR907,Foreign Affairs,116
116-HB7255,Energy And Commerce,116
117-HB4866,Financial Services,117
117-HB968,Oversight and Reform,117
117-HB7644,Education and Labor,117
116-HB3645,Oversight and Reform,116
117-HB131,Judiciary,117
117-HB5249,Education and Labor,117
117-HB8714,Judiciary,117
117-HB4577,Natural Resources,117
117-HB2688,Ways And Means,117
116-HR168,Education and Labor,116
116-HB5598,Natural Resources,116
117-HR1336,Energy And Commerce,117
117-HB2649,Energy And Commerce,117
116-HB3513,Education and Labor,116
117-HB1438,"Science, Space, And Technology",117
116-HB1169,Judiciary,116
116-HB4722,Foreign Affairs,116
117-HB2906,Judiciary,117
117-HB6596,Veterans' Affairs,117
116-HB2250,Natural Resources,116
117-HB43,Judiciary,117
117-HB9332,Ways And Means,117
117-HB5536,Energy And Commerce,117
116-HB6524,Judiciary,116
117-HR260,Ethics,117
116-HB1860,Energy And Commerce,116
116-HB7490,Agriculture,116
116-HB1401,Ways And Means,116
116-HB1416,Natural Resources,116
117-HB4128,Energy And Commerce,117
116-HB8338,Administration,116
116-HB2001,Financial Services,116
117-HB1709,Financial Services,117
117-HB4476,Homeland Security,117
116-HB6327,Financial Services,116
116-HB2004,Oversight and Reform,116
117-HB8234,Transportation And Infrastructure,117
116-HB3773,Transportation And Infrastructure,116
117-HB5986,Energy And Commerce,117
116-HB6953,Energy And Commerce,116
116-HB2509,Agriculture,116
117-HB8653,Agriculture,117
117-HB8273,Small Business,117
117-HB3350,Small Business,117
117-HB327,Ways And Means,117
116-HB4087,Energy And Commerce,116
116-HB3708,Ways And Means,116
117-HR1290,Oversight and Reform,117
116-HB4699,Energy And Commerce,116
116-HB5590,Veterans' Affairs,116
116-HB119,Judiciary,116
116-HB6438,Ways And Means,116
117-HB8650,Energy And Commerce,117
117-HB4666,Education and Labor,117
116-HB6934,Financial Services,116
116-HB259,Energy And Commerce,116
117-HB7211,Transportation And Infrastructure,117
116-HB2886,Armed Services,116
116-HR27,Education and Labor,116
117-HB7688,Energy And Commerce,117
116-HB3704,Education and Labor,116
117-HB1487,Small Business,117
116-HB89,"Science, Space, And Technology",116
116-HB197,Judiciary,116
117-HB5035,Energy And Commerce,117
117-HB8231,Education and Labor,117
117-HB9013,Judiciary,117
117-HB3185,Education and Labor,117
116-HR289,Foreign Affairs,116
117-HB7936,Armed Services,117
117-HR1016,Education and Labor,117
116-HB371,Appropriations,116
117-HR299,Veterans' Affairs,117
117-HB4808,Energy And Commerce,117
116-HB8046,Education and Labor,116
116-HR205,Administration,116
117-HB8689,Transportation And Infrastructure,117
116-HB8165,Energy And Commerce,116
116-HB4399,Energy And Commerce,116
116-HB4308,Education and Labor,116
117-HB9084,Natural Resources,117
116-HB7776,Education and Labor,116
117-HR799,Rules,117
116-HB3527,Veterans' Affairs,116
117-HB3568,Energy And Commerce,117
117-HB4754,Administration,117
116-HCR102,Energy And Commerce,116
117-HB3424,Foreign Affairs,117
117-HB2382,Judiciary,117
116-HR44,Education and Labor,116
116-HB2460,Transportation And Infrastructure,116
117-HB6189,Small Business,117
116-HB3195,Natural Resources,116
117-HB5823,Financial Services,117
116-HB2645,Veterans' Affairs,116
117-HB8388,Education and Labor,117
117-HR71,Armed Services,117
117-HB9197,Oversight and Reform,117
117-HR468,Rules,117
116-HB3390,Ways And Means,116
116-HB7012,Administration,116
117-HB8518,Transportation And Infrastructure,117
116-HB4383,Homeland Security,116
117-HB2340,Transportation And Infrastructure,117
117-HB8835,Energy And Commerce,117
116-HB8873,Small Business,116
117-HB5186,Homeland Security,117
116-HB5681,Energy And Commerce,116
116-HB3397,Ways And Means,116
116-HB5548,Natural Resources,116
117-HB2379,Energy And Commerce,117
116-HR618,Foreign Affairs,116
116-HB1292,Homeland Security,116
116-HB8048,Homeland Security,116
116-HB4145,Education and Labor,116
116-HB1703,Judiciary,116
116-HB4768,Ways And Means,116
116-HR471,Oversight and Reform,116
116-HB7342,Small Business,116
116-HB3538,Ways And Means,116
116-HB7144,Judiciary,116
116-HB6732,Ways And Means,116
117-HB8915,Judiciary,117
117-HB5500,Administration,117
116-HB3253,Energy And Commerce,116
117-HB5982,Judiciary,117
117-HB7794,Judiciary,117
117-HB5278,Armed Services,117
116-HB1670,Judiciary,116
116-HR701,Veterans' Affairs,116
116-HB8921,Energy And Commerce,116
117-HB2935,Veterans' Affairs,117
117-HB5330,Oversight and Reform,117
117-HB4795,Education and Labor,117
117-HB2488,Foreign Affairs,117
116-HB2531,Natural Resources,116
116-HB8458,Financial Services,116
117-HB3714,Oversight and Reform,117
116-HR359,Education and Labor,116
117-HB2232,Education and Labor,117
116-HB7299,Energy And Commerce,116
116-HB3644,Ways And Means,116
116-HB1123,Judiciary,116
116-HR162,Oversight and Reform,116
116-HB232,Financial Services,116
116-HB217,Ways And Means,116
116-HB7645,Ways And Means,116
117-HB1229,Judiciary,117
116-HB610,Veterans' Affairs,116
117-HB5448,Administration,117
117-HB771,Energy And Commerce,117
117-HJR18,Judiciary,117
116-HB7268,Judiciary,116
116-HR740,Energy And Commerce,116
117-HR469,Energy And Commerce,117
117-HB8764,Energy And Commerce,117
116-HB3565,Ways And Means,116
117-HB7487,Ways And Means,117
117-HB5371,Ways And Means,117
116-HCR95,Education and Labor,116
117-HB6850,Education and Labor,117
116-HB2641,Oversight and Reform,116
117-HB262,Judiciary,117
116-HB53,Ways And Means,116
117-HB5038,Education and Labor,117
117-HB848,Ways And Means,117
116-HB4552,Homeland Security,116
116-HB7463,Energy And Commerce,116
116-HR1065,Rules,116
116-HB1132,Transportation And Infrastructure,116
116-HB4675,Ways And Means,116
116-HB5084,Financial Services,116
116-HB2749,Judiciary,116
117-HB6960,Energy And Commerce,117
116-HB6403,Financial Services,116
116-HR1047,Ethics,116
117-HB3091,Natural Resources,117
116-HB1086,Armed Services,116
117-HB1737,Veterans' Affairs,117
116-HB8592,Education and Labor,116
117-HB2043,Oversight and Reform,117
117-HR1212,Judiciary,117
117-HB4884,Education and Labor,117
116-HB7374,Energy And Commerce,116
117-HB1673,Energy And Commerce,117
117-HB4917,Energy And Commerce,117
116-HB7246,Foreign Affairs,116
117-HB7208,Energy And Commerce,117
117-HB4946,Natural Resources,117
116-HB9005,Energy And Commerce,116
117-HR182,Foreign Affairs,117
117-HB2985,Judiciary,117
117-HB6087,Education and Labor,117
117-HB2907,Energy And Commerce,117
117-HB2591,Veterans' Affairs,117
117-HB1342,Energy And Commerce,117
117-HB5778,Transportation And Infrastructure,117
116-HB5966,"Science, Space, And Technology",116
116-HB4894,Oversight and Reform,116
117-HB1577,Energy And Commerce,117
117-HB1023,Judiciary,117
116-HB3288,Energy And Commerce,116
117-HB6772,Energy And Commerce,117
117-HB907,Energy And Commerce,117
116-HB2254,Armed Services,116
116-HR1237,Energy And Commerce,116
117-HB7789,Transportation And Infrastructure,117
116-HB2222,Energy And Commerce,116
117-HB8379,Armed Services,117
117-HB156,Education and Labor,117
117-HB66,Energy And Commerce,117
117-HR890,Oversight and Reform,117
117-HB5766,Transportation And Infrastructure,117
117-HB3660,Energy And Commerce,117
116-HB3039,Ways And Means,116
117-HB8411,Transportation And Infrastructure,117
117-HB408,Homeland Security,117
117-HB3157,Education and Labor,117
117-HB6803,Transportation And Infrastructure,117
117-HB5422,Agriculture,117
117-HB4930,Transportation And Infrastructure,117
117-HB8941,Small Business,117
116-HB5770,Energy And Commerce,116
116-HB2217,Judiciary,116
117-HB2616,Judiciary,117
116-HR806,Administration,116
117-HB798,Energy And Commerce,117
117-HB8498,Financial Services,117
116-HB3247,Armed Services,116
117-HB8551,Energy And Commerce,117
116-HB1660,Ways And Means,116
117-HR50,Veterans' Affairs,117
117-HB5789,Veterans' Affairs,117
116-HR448,Oversight and Reform,116
116-HB2246,Oversight and Reform,116
117-HB3245,Foreign Affairs,117
116-HB1497,Transportation And Infrastructure,116
117-HB5696,Energy And Commerce,117
117-HR1448,Agriculture,117
116-HB5218,Agriculture,116
116-HB8831,Foreign Affairs,116
117-HB3974,Ways And Means,117
117-HB6736,Judiciary,117
116-HB7619,Small Business,116
116-HB6140,Veterans' Affairs,116
117-HR570,Foreign Affairs,117
117-HB6482,Judiciary,117
116-HB6888,Small Business,116
117-HB5881,Armed Services,117
116-HB2475,Transportation And Infrastructure,116
117-HB1963,Education and Labor,117
117-HB5503,Ways And Means,117
116-HB3336,Ways And Means,116
116-HB3074,Energy And Commerce,116
116-HB5099,Oversight and Reform,116
117-HR1386,Energy And Commerce,117
116-HB8916,Natural Resources,116
117-HB446,Energy And Commerce,117
116-HB5078,Small Business,116
117-HB5956,Armed Services,117
116-HB2857,Judiciary,116
116-HB2805,Judiciary,116
117-HB1514,Energy And Commerce,117
116-HB8403,Transportation And Infrastructure,116
116-HB8269,Veterans' Affairs,116
116-HB4061,Education and Labor,116
116-HB5550,Energy And Commerce,116
116-HB1465,Administration,116
116-HB2231,Energy And Commerce,116
117-HB9435,Judiciary,117
117-HR699,Oversight and Reform,117
117-HR717,Oversight and Reform,117
117-HB4948,Financial Services,117
116-HB862,Natural Resources,116
117-HB4807,"Science, Space, And Technology",117
117-HB1130,Financial Services,117
117-HR1463,Transportation And Infrastructure,117
117-HB2353,Oversight and Reform,117
116-HJR74,Energy And Commerce,116
116-HB8425,Oversight and Reform,116
117-HB8672,Judiciary,117
116-HB8530,Ways And Means,116
117-HB5461,Foreign Affairs,117
117-HB9589,Ways And Means,117
116-HB381,Natural Resources,116
116-HB6225,Transportation And Infrastructure,116
117-HR553,Judiciary,117
117-HB3666,Judiciary,117
117-HB4113,Financial Services,117
117-HR983,Oversight and Reform,117
117-HB4749,Energy And Commerce,117
117-HB5773,Judiciary,117
117-HB3237,Appropriations,117
116-HB3530,Veterans' Affairs,116
117-HB1836,Veterans' Affairs,117
117-HB307,Veterans' Affairs,117
117-HB4794,Veterans' Affairs,117
117-HB7268,Natural Resources,117
117-HB3092,Financial Services,117
116-HR1235,Small Business,116
117-HB9498,Education and Labor,117
116-HB513,Ways And Means,116
117-HB4439,Energy And Commerce,117
116-HB3261,Transportation And Infrastructure,116
117-HR1038,Foreign Affairs,117
116-HB1357,Judiciary,116
116-HB6178,Energy And Commerce,116
117-HB4871,Energy And Commerce,117
117-HB7491,Education and Labor,117
117-HB3296,Energy And Commerce,117
116-HB7079,Ways And Means,116
116-HB6656,Homeland Security,116
117-HB4117,Judiciary,117
116-HB281,Financial Services,116
117-HB4523,Judiciary,117
116-HB8160,Financial Services,116
117-HR666,Transportation And Infrastructure,117
116-HB601,Energy And Commerce,116
117-HB9586,Energy And Commerce,117
117-HB142,Ways And Means,117
116-HB5760,"Science, Space, And Technology",116
116-HB7217,Administration,116
116-HB3908,Budget,116
116-HB5665,Judiciary,116
117-HB5373,Transportation And Infrastructure,117
117-HB1927,Energy And Commerce,117
116-HB4063,Ways And Means,116
117-HB1835,Appropriations,117
117-HR222,Education and Labor,117
116-HB3450,Veterans' Affairs,116
117-HB1196,Judiciary,117
117-HB1668,Oversight and Reform,117
116-HB4079,Education and Labor,116
116-HB6018,Veterans' Affairs,116
116-HB2105,Natural Resources,116
116-HB7847,Financial Services,116
116-HR386,Administration,116
116-HB5914,Ways And Means,116
117-HB1076,Administration,117
117-HR425,Oversight and Reform,117
116-HR175,Transportation And Infrastructure,116
116-HB5490,Budget,116
117-HB6908,Judiciary,117
117-HB8203,Oversight and Reform,117
116-HR107,Administration,116
117-HR1066,Judiciary,117
116-HB7783,Energy And Commerce,116
117-HB3627,Armed Services,117
116-HCR49,Armed Services,116
116-HB1149,Natural Resources,116
117-HB4341,Energy And Commerce,117
117-HB1591,Energy And Commerce,117
117-HR1208,Energy And Commerce,117
116-HB1251,Ways And Means,116
116-HR72,Foreign Affairs,116
117-HB2496,Judiciary,117
117-HB9008,Energy And Commerce,117
117-HB8754,Oversight and Reform,117
116-HB3682,Natural Resources,116
117-HR1075,Energy And Commerce,117
116-HB8977,Education and Labor,116
117-HB4269,Agriculture,117
116-HB306,Natural Resources,116
116-HB6632,Financial Services,116
117-HB6079,Judiciary,117
117-HB7962,Energy And Commerce,117
116-HB576,Energy And Commerce,116
116-HB6541,Energy And Commerce,116
116-HB1606,Natural Resources,116
117-HR143,Foreign Affairs,117
116-HB7739,Education and Labor,116
117-HB2066,Judiciary,117
117-HB9577,Energy And Commerce,117
116-HB3964,Judiciary,116
117-HB9412,Financial Services,117
116-HB7067,Financial Services,116
